RprtDt,StateCd,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SILorSDA,suppclass,Utlstn
31DEC2025,ACT,ACT,Other Neurological,0 to 8,No,ALL,67%
31DEC2025,ACT,ACT,Other Neurological,0 to 8,No,Capacity Building,47%
31DEC2025,ACT,ACT,Other Neurological,0 to 8,No,Core,44%
31DEC2025,ACT,ACT,ALL,15 to 18,ALL,ALL,62%
31DEC2025,ACT,ACT,ALL,15 to 18,ALL,Capacity Building,49%
31DEC2025,ACT,ACT,ALL,15 to 18,ALL,Capital,66%
31DEC2025,ACT,ACT,ALL,15 to 18,ALL,Core,73%
31DEC2025,ACT,ACT,ALL,15 to 18,No,ALL,61%
31DEC2025,ACT,ACT,ALL,15 to 18,No,Capacity Building,48%
31DEC2025,ACT,ACT,ALL,15 to 18,No,Capital,62%
31DEC2025,ACT,ACT,ALL,15 to 18,No,Core,71%
31DEC2025,ACT,ACT,Autism,15 to 18,ALL,ALL,60%
31DEC2025,ACT,ACT,Autism,15 to 18,ALL,Capacity Building,46%
31DEC2025,ACT,ACT,Autism,15 to 18,ALL,Capital,100%
31DEC2025,ACT,ACT,Autism,15 to 18,ALL,Core,72%
31DEC2025,ACT,ACT,Autism,15 to 18,No,ALL,57%
31DEC2025,ACT,ACT,Autism,15 to 18,No,Capacity Building,45%
31DEC2025,ACT,ACT,Autism,15 to 18,No,Capital,100%
31DEC2025,ACT,ACT,Autism,15 to 18,No,Core,69%
31DEC2025,ACT,ACT,Cerebral Palsy,15 to 18,ALL,ALL,84%
31DEC2025,ACT,ACT,Cerebral Palsy,15 to 18,ALL,Capacity Building,62%
31DEC2025,ACT,ACT,Cerebral Palsy,15 to 18,ALL,Capital,72%
31DEC2025,ACT,ACT,Cerebral Palsy,15 to 18,ALL,Core,92%
31DEC2025,ACT,ACT,Cerebral Palsy,15 to 18,No,ALL,84%
31DEC2025,ACT,ACT,Cerebral Palsy,15 to 18,No,Capacity Building,62%
31DEC2025,ACT,ACT,Cerebral Palsy,15 to 18,No,Capital,72%
31DEC2025,ACT,ACT,Cerebral Palsy,15 to 18,No,Core,92%
31DEC2025,ACT,ACT,Down Syndrome,15 to 18,ALL,ALL,83%
31DEC2025,ACT,ACT,Down Syndrome,15 to 18,ALL,Capacity Building,76%
31DEC2025,ACT,ACT,Down Syndrome,15 to 18,ALL,Core,87%
31DEC2025,ACT,ACT,Down Syndrome,15 to 18,No,ALL,83%
31DEC2025,ACT,ACT,Down Syndrome,15 to 18,No,Capacity Building,76%
31DEC2025,ACT,ACT,Down Syndrome,15 to 18,No,Core,87%
31DEC2025,ACT,ACT,Hearing Impairment,15 to 18,ALL,ALL,32%
31DEC2025,ACT,ACT,Hearing Impairment,15 to 18,ALL,Capacity Building,30%
31DEC2025,ACT,ACT,Hearing Impairment,15 to 18,ALL,Core,39%
31DEC2025,ACT,ACT,Hearing Impairment,15 to 18,No,ALL,32%
31DEC2025,ACT,ACT,Hearing Impairment,15 to 18,No,Capacity Building,30%
31DEC2025,ACT,ACT,Hearing Impairment,15 to 18,No,Core,39%
31DEC2025,ACT,ACT,Intellectual Disability,15 to 18,ALL,ALL,61%
31DEC2025,ACT,ACT,Intellectual Disability,15 to 18,ALL,Capacity Building,55%
31DEC2025,ACT,ACT,Intellectual Disability,15 to 18,ALL,Capital,35%
31DEC2025,ACT,ACT,Intellectual Disability,15 to 18,ALL,Core,65%
31DEC2025,ACT,ACT,Intellectual Disability,15 to 18,No,ALL,61%
31DEC2025,ACT,ACT,Intellectual Disability,15 to 18,No,Capacity Building,55%
31DEC2025,ACT,ACT,Intellectual Disability,15 to 18,No,Capital,35%
31DEC2025,ACT,ACT,Intellectual Disability,15 to 18,No,Core,65%
31DEC2025,ACT,ACT,Other Neurological,15 to 18,ALL,ALL,74%
31DEC2025,ACT,ACT,Other Neurological,15 to 18,ALL,Capacity Building,49%
31DEC2025,ACT,ACT,Other Neurological,15 to 18,ALL,Core,88%
31DEC2025,ACT,ACT,Other Neurological,15 to 18,No,ALL,74%
31DEC2025,ACT,ACT,Other Neurological,15 to 18,No,Capacity Building,49%
31DEC2025,ACT,ACT,Other Neurological,15 to 18,No,Core,88%
31DEC2025,ACT,ACT,Other Physical,15 to 18,ALL,ALL,34%
31DEC2025,ACT,ACT,Other Physical,15 to 18,ALL,Capacity Building,33%
31DEC2025,ACT,ACT,Other Physical,15 to 18,ALL,Core,40%
31DEC2025,ACT,ACT,Other Physical,15 to 18,No,ALL,34%
31DEC2025,ACT,ACT,Other Physical,15 to 18,No,Capacity Building,33%
31DEC2025,ACT,ACT,Other Physical,15 to 18,No,Core,40%
31DEC2025,ACT,ACT,Other Sensory/Speech,15 to 18,ALL,ALL,90%
31DEC2025,ACT,ACT,Other Sensory/Speech,15 to 18,No,ALL,90%
31DEC2025,ACT,ACT,Psychosocial disability,15 to 18,ALL,ALL,26%
31DEC2025,ACT,ACT,Psychosocial disability,15 to 18,ALL,Capacity Building,50%
31DEC2025,ACT,ACT,Psychosocial disability,15 to 18,No,ALL,26%
31DEC2025,ACT,ACT,Psychosocial disability,15 to 18,No,Capacity Building,50%
31DEC2025,ACT,ACT,ABI,19 to 24,ALL,ALL,57%
31DEC2025,ACT,ACT,ABI,19 to 24,ALL,Capacity Building,47%
31DEC2025,ACT,ACT,ABI,19 to 24,ALL,Core,60%
31DEC2025,ACT,ACT,ABI,19 to 24,No,ALL,44%
31DEC2025,ACT,ACT,ABI,19 to 24,No,Capacity Building,47%
31DEC2025,ACT,ACT,ALL,19 to 24,ALL,ALL,67%
31DEC2025,ACT,ACT,ALL,19 to 24,ALL,Capacity Building,46%
31DEC2025,ACT,ACT,ALL,19 to 24,ALL,Capital,50%
31DEC2025,ACT,ACT,ALL,19 to 24,ALL,Core,76%
31DEC2025,ACT,ACT,ALL,19 to 24,No,ALL,61%
31DEC2025,ACT,ACT,ALL,19 to 24,No,Capacity Building,44%
31DEC2025,ACT,ACT,ALL,19 to 24,No,Capital,51%
31DEC2025,ACT,ACT,ALL,19 to 24,No,Core,70%
31DEC2025,ACT,ACT,ALL,19 to 24,Yes,ALL,84%
31DEC2025,ACT,ACT,ALL,19 to 24,Yes,Capacity Building,66%
31DEC2025,ACT,ACT,ALL,19 to 24,Yes,Capital,48%
31DEC2025,ACT,ACT,ALL,19 to 24,Yes,Core,87%
31DEC2025,ACT,ACT,Autism,19 to 24,ALL,ALL,65%
31DEC2025,ACT,ACT,Autism,19 to 24,ALL,Capacity Building,43%
31DEC2025,ACT,ACT,Autism,19 to 24,ALL,Capital,73%
31DEC2025,ACT,ACT,Autism,19 to 24,ALL,Core,76%
31DEC2025,ACT,ACT,Autism,19 to 24,No,ALL,56%
31DEC2025,ACT,ACT,Autism,19 to 24,No,Capacity Building,41%
31DEC2025,ACT,ACT,Autism,19 to 24,No,Capital,4%
31DEC2025,ACT,ACT,Autism,19 to 24,No,Core,68%
31DEC2025,ACT,ACT,Autism,19 to 24,Yes,ALL,87%
31DEC2025,ACT,ACT,Autism,19 to 24,Yes,Capacity Building,72%
31DEC2025,ACT,ACT,Autism,19 to 24,Yes,Core,88%
31DEC2025,ACT,ACT,Cerebral Palsy,19 to 24,ALL,ALL,82%
31DEC2025,ACT,ACT,Cerebral Palsy,19 to 24,ALL,Capacity Building,46%
31DEC2025,ACT,ACT,Cerebral Palsy,19 to 24,ALL,Capital,73%
31DEC2025,ACT,ACT,Cerebral Palsy,19 to 24,ALL,Core,91%
31DEC2025,ACT,ACT,Cerebral Palsy,19 to 24,No,ALL,80%
31DEC2025,ACT,ACT,Cerebral Palsy,19 to 24,No,Capacity Building,45%
31DEC2025,ACT,ACT,Cerebral Palsy,19 to 24,No,Capital,90%
31DEC2025,ACT,ACT,Cerebral Palsy,19 to 24,No,Core,89%
31DEC2025,ACT,ACT,Down Syndrome,19 to 24,ALL,ALL,67%
31DEC2025,ACT,ACT,Down Syndrome,19 to 24,ALL,Capacity Building,66%
31DEC2025,ACT,ACT,Down Syndrome,19 to 24,ALL,Core,68%
31DEC2025,ACT,ACT,Down Syndrome,19 to 24,No,ALL,74%
31DEC2025,ACT,ACT,Down Syndrome,19 to 24,No,Capacity Building,69%
31DEC2025,ACT,ACT,Down Syndrome,19 to 24,No,Core,76%
31DEC2025,ACT,ACT,Hearing Impairment,19 to 24,ALL,ALL,44%
31DEC2025,ACT,ACT,Hearing Impairment,19 to 24,ALL,Capacity Building,39%
31DEC2025,ACT,ACT,Hearing Impairment,19 to 24,ALL,Core,52%
31DEC2025,ACT,ACT,Hearing Impairment,19 to 24,No,ALL,44%
31DEC2025,ACT,ACT,Hearing Impairment,19 to 24,No,Capacity Building,39%
31DEC2025,ACT,ACT,Hearing Impairment,19 to 24,No,Core,52%
31DEC2025,ACT,ACT,Intellectual Disability,19 to 24,ALL,ALL,73%
31DEC2025,ACT,ACT,Intellectual Disability,19 to 24,ALL,Capacity Building,50%
31DEC2025,ACT,ACT,Intellectual Disability,19 to 24,ALL,Capital,28%
31DEC2025,ACT,ACT,Intellectual Disability,19 to 24,ALL,Core,80%
31DEC2025,ACT,ACT,Intellectual Disability,19 to 24,No,ALL,68%
31DEC2025,ACT,ACT,Intellectual Disability,19 to 24,No,Capacity Building,49%
31DEC2025,ACT,ACT,Intellectual Disability,19 to 24,No,Capital,28%
31DEC2025,ACT,ACT,Intellectual Disability,19 to 24,No,Core,76%
31DEC2025,ACT,ACT,Intellectual Disability,19 to 24,Yes,ALL,85%
31DEC2025,ACT,ACT,Intellectual Disability,19 to 24,Yes,Capacity Building,64%
31DEC2025,ACT,ACT,Intellectual Disability,19 to 24,Yes,Core,88%
31DEC2025,ACT,ACT,Other Neurological,19 to 24,ALL,ALL,43%
31DEC2025,ACT,ACT,Other Neurological,19 to 24,ALL,Capacity Building,53%
31DEC2025,ACT,ACT,Other Neurological,19 to 24,ALL,Core,38%
31DEC2025,ACT,ACT,Other Neurological,19 to 24,No,ALL,43%
31DEC2025,ACT,ACT,Other Neurological,19 to 24,No,Capacity Building,53%
31DEC2025,ACT,ACT,Other Neurological,19 to 24,No,Core,38%
31DEC2025,ACT,ACT,Other Physical,19 to 24,ALL,ALL,36%
31DEC2025,ACT,ACT,Other Physical,19 to 24,ALL,Capacity Building,35%
31DEC2025,ACT,ACT,Other Physical,19 to 24,ALL,Core,40%
31DEC2025,ACT,ACT,Other Physical,19 to 24,No,ALL,36%
31DEC2025,ACT,ACT,Other Physical,19 to 24,No,Capacity Building,35%
31DEC2025,ACT,ACT,Other Physical,19 to 24,No,Core,40%
31DEC2025,ACT,ACT,Psychosocial disability,19 to 24,ALL,ALL,64%
31DEC2025,ACT,ACT,Psychosocial disability,19 to 24,ALL,Capacity Building,40%
31DEC2025,ACT,ACT,Psychosocial disability,19 to 24,ALL,Core,70%
31DEC2025,ACT,ACT,Psychosocial disability,19 to 24,No,ALL,57%
31DEC2025,ACT,ACT,Psychosocial disability,19 to 24,No,Capacity Building,40%
31DEC2025,ACT,ACT,Psychosocial disability,19 to 24,No,Core,63%
31DEC2025,ACT,ACT,Visual Impairment,19 to 24,ALL,ALL,57%
31DEC2025,ACT,ACT,Visual Impairment,19 to 24,ALL,Capacity Building,53%
31DEC2025,ACT,ACT,Visual Impairment,19 to 24,ALL,Core,60%
31DEC2025,ACT,ACT,Visual Impairment,19 to 24,No,ALL,57%
31DEC2025,ACT,ACT,Visual Impairment,19 to 24,No,Capacity Building,53%
31DEC2025,ACT,ACT,Visual Impairment,19 to 24,No,Core,60%
31DEC2025,ACT,ACT,ABI,25 to 34,ALL,ALL,79%
31DEC2025,ACT,ACT,ABI,25 to 34,ALL,Capacity Building,78%
31DEC2025,ACT,ACT,ABI,25 to 34,ALL,Capital,89%
31DEC2025,ACT,ACT,ABI,25 to 34,ALL,Core,79%
31DEC2025,ACT,ACT,ABI,25 to 34,No,ALL,79%
31DEC2025,ACT,ACT,ABI,25 to 34,No,Capacity Building,79%
31DEC2025,ACT,ACT,ABI,25 to 34,No,Core,78%
31DEC2025,ACT,ACT,ALL,25 to 34,ALL,ALL,75%
31DEC2025,ACT,ACT,ALL,25 to 34,ALL,Capacity Building,54%
31DEC2025,ACT,ACT,ALL,25 to 34,ALL,Capital,68%
31DEC2025,ACT,ACT,ALL,25 to 34,ALL,Core,80%
31DEC2025,ACT,ACT,ALL,25 to 34,No,ALL,66%
31DEC2025,ACT,ACT,ALL,25 to 34,No,Capacity Building,51%
31DEC2025,ACT,ACT,ALL,25 to 34,No,Capital,70%
31DEC2025,ACT,ACT,ALL,25 to 34,No,Core,70%
31DEC2025,ACT,ACT,ALL,25 to 34,Yes,ALL,91%
31DEC2025,ACT,ACT,ALL,25 to 34,Yes,Capacity Building,70%
31DEC2025,ACT,ACT,ALL,25 to 34,Yes,Capital,67%
31DEC2025,ACT,ACT,ALL,25 to 34,Yes,Core,94%
31DEC2025,ACT,ACT,Autism,25 to 34,ALL,ALL,69%
31DEC2025,ACT,ACT,Autism,25 to 34,ALL,Capacity Building,47%
31DEC2025,ACT,ACT,Autism,25 to 34,ALL,Capital,16%
31DEC2025,ACT,ACT,Autism,25 to 34,ALL,Core,75%
31DEC2025,ACT,ACT,Autism,25 to 34,No,ALL,61%
31DEC2025,ACT,ACT,Autism,25 to 34,No,Capacity Building,45%
31DEC2025,ACT,ACT,Autism,25 to 34,No,Capital,45%
31DEC2025,ACT,ACT,Autism,25 to 34,No,Core,67%
31DEC2025,ACT,ACT,Autism,25 to 34,Yes,ALL,91%
31DEC2025,ACT,ACT,Autism,25 to 34,Yes,Capacity Building,63%
31DEC2025,ACT,ACT,Autism,25 to 34,Yes,Core,94%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,ALL,ALL,86%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,ALL,Capacity Building,57%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,ALL,Capital,71%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,ALL,Core,91%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,No,ALL,74%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,No,Capacity Building,53%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,No,Capital,100%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,No,Core,76%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,Yes,ALL,95%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,Yes,Capacity Building,66%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,Yes,Capital,51%
31DEC2025,ACT,ACT,Cerebral Palsy,25 to 34,Yes,Core,100%
31DEC2025,ACT,ACT,Down Syndrome,25 to 34,ALL,ALL,77%
31DEC2025,ACT,ACT,Down Syndrome,25 to 34,ALL,Capacity Building,64%
31DEC2025,ACT,ACT,Down Syndrome,25 to 34,ALL,Core,79%
31DEC2025,ACT,ACT,Down Syndrome,25 to 34,No,ALL,73%
31DEC2025,ACT,ACT,Down Syndrome,25 to 34,No,Capacity Building,60%
31DEC2025,ACT,ACT,Down Syndrome,25 to 34,No,Core,75%
31DEC2025,ACT,ACT,Hearing Impairment,25 to 34,ALL,ALL,31%
31DEC2025,ACT,ACT,Hearing Impairment,25 to 34,ALL,Capacity Building,25%
31DEC2025,ACT,ACT,Hearing Impairment,25 to 34,ALL,Capital,97%
31DEC2025,ACT,ACT,Hearing Impairment,25 to 34,ALL,Core,30%
31DEC2025,ACT,ACT,Hearing Impairment,25 to 34,No,ALL,31%
31DEC2025,ACT,ACT,Hearing Impairment,25 to 34,No,Capacity Building,25%
31DEC2025,ACT,ACT,Hearing Impairment,25 to 34,No,Capital,97%
31DEC2025,ACT,ACT,Hearing Impairment,25 to 34,No,Core,30%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,ALL,ALL,83%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,ALL,Capacity Building,61%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,ALL,Capital,53%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,ALL,Core,86%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,No,ALL,72%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,No,Capacity Building,55%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,No,Capital,15%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,No,Core,76%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,Yes,ALL,94%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,Yes,Capacity Building,77%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,Yes,Capital,68%
31DEC2025,ACT,ACT,Intellectual Disability,25 to 34,Yes,Core,96%
31DEC2025,ACT,ACT,Multiple Sclerosis,25 to 34,ALL,ALL,43%
31DEC2025,ACT,ACT,Multiple Sclerosis,25 to 34,ALL,Capacity Building,49%
31DEC2025,ACT,ACT,Multiple Sclerosis,25 to 34,ALL,Core,39%
31DEC2025,ACT,ACT,Multiple Sclerosis,25 to 34,No,ALL,43%
31DEC2025,ACT,ACT,Multiple Sclerosis,25 to 34,No,Capacity Building,49%
31DEC2025,ACT,ACT,Multiple Sclerosis,25 to 34,No,Core,39%
31DEC2025,ACT,ACT,Other Neurological,25 to 34,ALL,ALL,79%
31DEC2025,ACT,ACT,Other Neurological,25 to 34,ALL,Capacity Building,58%
31DEC2025,ACT,ACT,Other Neurological,25 to 34,ALL,Core,81%
31DEC2025,ACT,ACT,Other Neurological,25 to 34,No,ALL,64%
31DEC2025,ACT,ACT,Other Neurological,25 to 34,No,Capacity Building,52%
31DEC2025,ACT,ACT,Other Neurological,25 to 34,No,Core,69%
31DEC2025,ACT,ACT,Other Physical,25 to 34,ALL,ALL,65%
31DEC2025,ACT,ACT,Other Physical,25 to 34,ALL,Capacity Building,48%
31DEC2025,ACT,ACT,Other Physical,25 to 34,ALL,Capital,78%
31DEC2025,ACT,ACT,Other Physical,25 to 34,ALL,Core,68%
31DEC2025,ACT,ACT,Other Physical,25 to 34,No,ALL,66%
31DEC2025,ACT,ACT,Other Physical,25 to 34,No,Capacity Building,51%
31DEC2025,ACT,ACT,Other Physical,25 to 34,No,Capital,78%
31DEC2025,ACT,ACT,Other Physical,25 to 34,No,Core,69%
31DEC2025,ACT,ACT,Psychosocial disability,25 to 34,ALL,ALL,69%
31DEC2025,ACT,ACT,Psychosocial disability,25 to 34,ALL,Capacity Building,56%
31DEC2025,ACT,ACT,Psychosocial disability,25 to 34,ALL,Core,72%
31DEC2025,ACT,ACT,Psychosocial disability,25 to 34,No,ALL,62%
31DEC2025,ACT,ACT,Psychosocial disability,25 to 34,No,Capacity Building,54%
31DEC2025,ACT,ACT,Psychosocial disability,25 to 34,No,Core,65%
31DEC2025,ACT,ACT,Psychosocial disability,25 to 34,Yes,ALL,81%
31DEC2025,ACT,ACT,Psychosocial disability,25 to 34,Yes,Capacity Building,69%
31DEC2025,ACT,ACT,Psychosocial disability,25 to 34,Yes,Core,83%
31DEC2025,ACT,ACT,Visual Impairment,25 to 34,ALL,ALL,63%
31DEC2025,ACT,ACT,Visual Impairment,25 to 34,ALL,Capacity Building,36%
31DEC2025,ACT,ACT,Visual Impairment,25 to 34,ALL,Core,68%
31DEC2025,ACT,ACT,Visual Impairment,25 to 34,No,ALL,63%
31DEC2025,ACT,ACT,Visual Impairment,25 to 34,No,Capacity Building,36%
31DEC2025,ACT,ACT,Visual Impairment,25 to 34,No,Core,68%
31DEC2025,ACT,ACT,ABI,35 to 44,ALL,ALL,89%
31DEC2025,ACT,ACT,ABI,35 to 44,ALL,Capacity Building,64%
31DEC2025,ACT,ACT,ABI,35 to 44,ALL,Capital,72%
31DEC2025,ACT,ACT,ABI,35 to 44,ALL,Core,92%
31DEC2025,ACT,ACT,ABI,35 to 44,No,ALL,89%
31DEC2025,ACT,ACT,ABI,35 to 44,No,Capacity Building,64%
31DEC2025,ACT,ACT,ABI,35 to 44,No,Core,94%
31DEC2025,ACT,ACT,ALL,35 to 44,ALL,ALL,80%
31DEC2025,ACT,ACT,ALL,35 to 44,ALL,Capacity Building,58%
31DEC2025,ACT,ACT,ALL,35 to 44,ALL,Capital,51%
31DEC2025,ACT,ACT,ALL,35 to 44,ALL,Core,85%
31DEC2025,ACT,ACT,ALL,35 to 44,No,ALL,72%
31DEC2025,ACT,ACT,ALL,35 to 44,No,Capacity Building,57%
31DEC2025,ACT,ACT,ALL,35 to 44,No,Capital,60%
31DEC2025,ACT,ACT,ALL,35 to 44,No,Core,76%
31DEC2025,ACT,ACT,ALL,35 to 44,Yes,ALL,92%
31DEC2025,ACT,ACT,ALL,35 to 44,Yes,Capacity Building,61%
31DEC2025,ACT,ACT,ALL,35 to 44,Yes,Capital,33%
31DEC2025,ACT,ACT,ALL,35 to 44,Yes,Core,96%
31DEC2025,ACT,ACT,Autism,35 to 44,ALL,ALL,84%
31DEC2025,ACT,ACT,Autism,35 to 44,ALL,Capacity Building,54%
31DEC2025,ACT,ACT,Autism,35 to 44,ALL,Capital,7%
31DEC2025,ACT,ACT,Autism,35 to 44,ALL,Core,89%
31DEC2025,ACT,ACT,Autism,35 to 44,No,ALL,69%
31DEC2025,ACT,ACT,Autism,35 to 44,No,Capacity Building,54%
31DEC2025,ACT,ACT,Autism,35 to 44,No,Core,74%
31DEC2025,ACT,ACT,Autism,35 to 44,Yes,ALL,95%
31DEC2025,ACT,ACT,Autism,35 to 44,Yes,Capacity Building,55%
31DEC2025,ACT,ACT,Autism,35 to 44,Yes,Core,98%
31DEC2025,ACT,ACT,Cerebral Palsy,35 to 44,ALL,ALL,88%
31DEC2025,ACT,ACT,Cerebral Palsy,35 to 44,ALL,Capacity Building,67%
31DEC2025,ACT,ACT,Cerebral Palsy,35 to 44,ALL,Capital,65%
31DEC2025,ACT,ACT,Cerebral Palsy,35 to 44,ALL,Core,91%
31DEC2025,ACT,ACT,Cerebral Palsy,35 to 44,No,ALL,82%
31DEC2025,ACT,ACT,Cerebral Palsy,35 to 44,No,Capacity Building,68%
31DEC2025,ACT,ACT,Cerebral Palsy,35 to 44,No,Capital,65%
31DEC2025,ACT,ACT,Cerebral Palsy,35 to 44,No,Core,85%
31DEC2025,ACT,ACT,Down Syndrome,35 to 44,ALL,ALL,79%
31DEC2025,ACT,ACT,Down Syndrome,35 to 44,ALL,Capacity Building,54%
31DEC2025,ACT,ACT,Down Syndrome,35 to 44,ALL,Core,82%
31DEC2025,ACT,ACT,Down Syndrome,35 to 44,No,ALL,73%
31DEC2025,ACT,ACT,Down Syndrome,35 to 44,No,Capacity Building,50%
31DEC2025,ACT,ACT,Down Syndrome,35 to 44,No,Core,77%
31DEC2025,ACT,ACT,Hearing Impairment,35 to 44,ALL,ALL,59%
31DEC2025,ACT,ACT,Hearing Impairment,35 to 44,ALL,Capacity Building,43%
31DEC2025,ACT,ACT,Hearing Impairment,35 to 44,ALL,Capital,58%
31DEC2025,ACT,ACT,Hearing Impairment,35 to 44,ALL,Core,66%
31DEC2025,ACT,ACT,Hearing Impairment,35 to 44,No,ALL,59%
31DEC2025,ACT,ACT,Hearing Impairment,35 to 44,No,Capacity Building,43%
31DEC2025,ACT,ACT,Hearing Impairment,35 to 44,No,Capital,58%
31DEC2025,ACT,ACT,Hearing Impairment,35 to 44,No,Core,66%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,ALL,ALL,86%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,ALL,Capacity Building,64%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,ALL,Capital,27%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,ALL,Core,91%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,No,ALL,76%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,No,Capacity Building,60%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,No,Capital,59%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,No,Core,79%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,Yes,ALL,94%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,Yes,Capacity Building,71%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,Yes,Capital,9%
31DEC2025,ACT,ACT,Intellectual Disability,35 to 44,Yes,Core,98%
31DEC2025,ACT,ACT,Multiple Sclerosis,35 to 44,ALL,ALL,91%
31DEC2025,ACT,ACT,Multiple Sclerosis,35 to 44,ALL,Capacity Building,74%
31DEC2025,ACT,ACT,Multiple Sclerosis,35 to 44,ALL,Capital,20%
31DEC2025,ACT,ACT,Multiple Sclerosis,35 to 44,ALL,Core,99%
31DEC2025,ACT,ACT,Multiple Sclerosis,35 to 44,No,ALL,91%
31DEC2025,ACT,ACT,Multiple Sclerosis,35 to 44,No,Capacity Building,74%
31DEC2025,ACT,ACT,Multiple Sclerosis,35 to 44,No,Capital,20%
31DEC2025,ACT,ACT,Multiple Sclerosis,35 to 44,No,Core,99%
31DEC2025,ACT,ACT,Other,35 to 44,ALL,ALL,68%
31DEC2025,ACT,ACT,Other,35 to 44,ALL,Capacity Building,55%
31DEC2025,ACT,ACT,Other,35 to 44,ALL,Capital,26%
31DEC2025,ACT,ACT,Other,35 to 44,ALL,Core,76%
31DEC2025,ACT,ACT,Other,35 to 44,No,ALL,49%
31DEC2025,ACT,ACT,Other,35 to 44,No,Capacity Building,54%
31DEC2025,ACT,ACT,Other,35 to 44,No,Core,55%
31DEC2025,ACT,ACT,Other Neurological,35 to 44,ALL,ALL,87%
31DEC2025,ACT,ACT,Other Neurological,35 to 44,ALL,Capacity Building,84%
31DEC2025,ACT,ACT,Other Neurological,35 to 44,ALL,Capital,79%
31DEC2025,ACT,ACT,Other Neurological,35 to 44,ALL,Core,89%
31DEC2025,ACT,ACT,Other Neurological,35 to 44,No,ALL,87%
31DEC2025,ACT,ACT,Other Neurological,35 to 44,No,Capacity Building,84%
31DEC2025,ACT,ACT,Other Neurological,35 to 44,No,Capital,79%
31DEC2025,ACT,ACT,Other Neurological,35 to 44,No,Core,89%
31DEC2025,ACT,ACT,Other Physical,35 to 44,ALL,ALL,74%
31DEC2025,ACT,ACT,Other Physical,35 to 44,ALL,Capacity Building,63%
31DEC2025,ACT,ACT,Other Physical,35 to 44,ALL,Capital,39%
31DEC2025,ACT,ACT,Other Physical,35 to 44,ALL,Core,81%
31DEC2025,ACT,ACT,Other Physical,35 to 44,No,ALL,72%
31DEC2025,ACT,ACT,Other Physical,35 to 44,No,Capacity Building,63%
31DEC2025,ACT,ACT,Other Physical,35 to 44,No,Capital,48%
31DEC2025,ACT,ACT,Other Physical,35 to 44,No,Core,77%
31DEC2025,ACT,ACT,Psychosocial disability,35 to 44,ALL,ALL,70%
31DEC2025,ACT,ACT,Psychosocial disability,35 to 44,ALL,Capacity Building,52%
31DEC2025,ACT,ACT,Psychosocial disability,35 to 44,ALL,Core,74%
31DEC2025,ACT,ACT,Psychosocial disability,35 to 44,No,ALL,62%
31DEC2025,ACT,ACT,Psychosocial disability,35 to 44,No,Capacity Building,51%
31DEC2025,ACT,ACT,Psychosocial disability,35 to 44,No,Core,65%
31DEC2025,ACT,ACT,Psychosocial disability,35 to 44,Yes,ALL,88%
31DEC2025,ACT,ACT,Psychosocial disability,35 to 44,Yes,Capacity Building,57%
31DEC2025,ACT,ACT,Psychosocial disability,35 to 44,Yes,Core,91%
31DEC2025,ACT,ACT,Spinal Cord Injury,35 to 44,ALL,ALL,79%
31DEC2025,ACT,ACT,Spinal Cord Injury,35 to 44,ALL,Capacity Building,58%
31DEC2025,ACT,ACT,Spinal Cord Injury,35 to 44,ALL,Capital,73%
31DEC2025,ACT,ACT,Spinal Cord Injury,35 to 44,ALL,Core,84%
