RprtDt,SuppClass,SuppCatNm,SuppItemNmbr,SuppItemDesc,RsdsInStateCd,RsdsInSrvcDstrctNm,NDISDsbltyGrpNm,NDIAAgeBnd,PmtAmt,CountOfParticipants
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Intellectual Disability,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Intellectual Disability,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Intellectual Disability,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Intellectual Disability,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Intellectual Disability,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Intellectual Disability,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Missing,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Multiple Sclerosis,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other Neurological,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other Neurological,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other Neurological,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other Physical,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other Physical,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other Physical,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other Physical,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other Physical,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other Sensory/Speech,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Other Sensory/Speech,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Psychosocial disability,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Psychosocial disability,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Psychosocial disability,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Psychosocial disability,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Psychosocial disability,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Psychosocial disability,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Spinal Cord Injury,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Stroke,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Stroke,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Visual Impairment,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Visual Impairment,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Visual Impairment,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Visual Impairment,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Visual Impairment,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,ABI,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,ABI,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,ABI,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,ABI,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,ABI,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Autism,0 to 8,0,22
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Autism,15 to 18,0,72
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Autism,19 to 24,0,42
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Autism,25 to 34,0,19
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Autism,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Autism,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Autism,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Autism,9 to 14,0,114
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Cerebral Palsy,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Cerebral Palsy,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Cerebral Palsy,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Cerebral Palsy,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Cerebral Palsy,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Developmental delay,0 to 8,0,46
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Developmental delay,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Developmental delay,9 to 14,0,26
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Down Syndrome,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Down Syndrome,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Global developmental delay,0 to 8,0,17
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Global developmental delay,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Global developmental delay,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Hearing Impairment,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Hearing Impairment,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Hearing Impairment,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Hearing Impairment,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Hearing Impairment,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Hearing Impairment,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Hearing Impairment,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Hearing Impairment,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Hearing Impairment,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Intellectual Disability,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Intellectual Disability,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Intellectual Disability,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Intellectual Disability,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Intellectual Disability,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Intellectual Disability,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Intellectual Disability,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Intellectual Disability,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Intellectual Disability,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Multiple Sclerosis,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Multiple Sclerosis,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Multiple Sclerosis,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Neurological,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Neurological,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Neurological,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Neurological,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Neurological,55 to 64,0,12
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Neurological,65+,0,15
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Neurological,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Physical,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Physical,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Physical,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Physical,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Physical,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Physical,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Physical,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Sensory/Speech,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Other Sensory/Speech,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Psychosocial disability,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Psychosocial disability,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Psychosocial disability,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Psychosocial disability,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Psychosocial disability,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Psychosocial disability,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Spinal Cord Injury,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Spinal Cord Injury,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Spinal Cord Injury,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Stroke,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Stroke,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Visual Impairment,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Visual Impairment,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Visual Impairment,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Fleurieu and Kangaroo Island,Visual Impairment,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,ABI,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,ABI,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,ABI,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,ABI,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,ABI,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Autism,0 to 8,0,26
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Autism,15 to 18,0,90
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Autism,19 to 24,0,40
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Autism,25 to 34,0,20
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Autism,35 to 44,0,11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Autism,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Autism,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Autism,9 to 14,0,100
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Cerebral Palsy,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Cerebral Palsy,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Cerebral Palsy,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Cerebral Palsy,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Developmental delay,0 to 8,0,110
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Developmental delay,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Developmental delay,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Developmental delay,9 to 14,0,15
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Down Syndrome,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Down Syndrome,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Down Syndrome,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Down Syndrome,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Down Syndrome,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Global developmental delay,0 to 8,0,32
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Global developmental delay,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Global developmental delay,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Hearing Impairment,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Hearing Impairment,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Hearing Impairment,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Hearing Impairment,25 to 34,0,12
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Hearing Impairment,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Hearing Impairment,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Hearing Impairment,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Hearing Impairment,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Hearing Impairment,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Intellectual Disability,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Intellectual Disability,15 to 18,0,12
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Intellectual Disability,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Intellectual Disability,25 to 34,0,22
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Intellectual Disability,35 to 44,0,11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Intellectual Disability,45 to 54,0,14
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Intellectual Disability,55 to 64,0,13
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Intellectual Disability,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Intellectual Disability,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Missing,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Multiple Sclerosis,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Multiple Sclerosis,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Multiple Sclerosis,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Multiple Sclerosis,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Multiple Sclerosis,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Neurological,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Neurological,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Neurological,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Neurological,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Neurological,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Neurological,55 to 64,0,16
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Neurological,65+,0,14
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Neurological,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Physical,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Physical,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Physical,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Physical,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Physical,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Physical,55 to 64,0,11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Physical,65+,0,17
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Physical,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Sensory/Speech,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Other Sensory/Speech,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Psychosocial disability,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Psychosocial disability,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Psychosocial disability,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Psychosocial disability,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Psychosocial disability,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Spinal Cord Injury,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Spinal Cord Injury,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Spinal Cord Injury,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Stroke,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Stroke,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Stroke,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Stroke,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Visual Impairment,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Visual Impairment,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Visual Impairment,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Limestone Coast,Visual Impairment,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,ABI,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,ABI,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,ABI,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,ABI,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,ABI,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,ABI,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Autism,0 to 8,0,51
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Autism,15 to 18,0,68
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Autism,19 to 24,0,57
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Autism,25 to 34,0,21
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Autism,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Autism,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Autism,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Autism,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Autism,9 to 14,0,118
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Cerebral Palsy,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Cerebral Palsy,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Cerebral Palsy,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Cerebral Palsy,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Cerebral Palsy,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Cerebral Palsy,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Cerebral Palsy,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Developmental delay,0 to 8,0,137
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Developmental delay,15 to 18,0,18
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Developmental delay,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Developmental delay,9 to 14,0,65
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Down Syndrome,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Down Syndrome,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Down Syndrome,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Down Syndrome,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Murray and Mallee,Down Syndrome,55 to 64,n/a,<11
